,geo_precision,count,boundary,lon,lat
1644,1,1,IND.19.15_1,76.9167,22.6
1689,1,1,IND.19.3_1,81.6833,23.1
1673,1,1,IND.19.30_1,79.2833,23.0333
1659,1,4,IND.19.37_1,78.3319,24.0436
1666,1,1,IND.19.37_1,78.8773,24.1033
1656,1,3,IND.19.4_1,78.1333,24.7167
1665,1,1,IND.19.47_1,78.7736,25.0213
1648,1,1,IND.19.9_1,77.4,23.2667
1694,1,1,IND.2.10_1,83.3,17.7
1678,1,2,IND.2.7_1,79.5167,14.2
1594,1,3,IND.20.17_1,72.8258,18.975
1595,1,20,IND.20.17_1,72.8258,18.975
1597,1,1,IND.20.18_1,72.9333,19.15
1669,1,6,IND.20.19_1,79.1,21.15
1676,1,3,IND.20.19_1,79.4667,21.1
1603,1,2,IND.20.26_1,73.8667,18.5333
1604,1,19,IND.20.26_1,73.8667,18.5333
1607,1,2,IND.20.26_1,74.0833,18.65
1608,1,2,IND.20.26_1,74.0833,18.65
1593,1,3,IND.20.33_1,72.7833,19.2833
1715,1,3,IND.22.1_1,90.5,25.5
1717,1,1,IND.22.10_1,91.5,25.5
1719,1,1,IND.23.1_1,92.7175,23.7244
1721,1,1,IND.23.2_1,93.3333,23.4667
1646,1,3,IND.25.1_1,77.2,28.6
1647,1,42,IND.25.1_1,77.2167,28.6667
1705,1,1,IND.26.17_1,86.4167,20.5
1617,1,2,IND.28.1_1,74.8656,31.6331
1620,1,1,IND.28.1_1,74.9325,31.6664
1629,1,1,IND.28.10_1,75.4733,31.1258
1632,1,1,IND.28.10_1,75.5792,31.3256
1637,1,5,IND.28.12_1,75.85,30.9
1633,1,3,IND.28.16_1,75.65,32.2833
1636,1,1,IND.28.20_1,75.8333,30.2333
1606,1,1,IND.28.6_1,74.0333,30.4
1614,1,1,IND.28.7_1,74.6,30.9167
1615,1,1,IND.29.1_1,74.6333,26.45
1622,1,3,IND.29.1_1,75,26.0667
1635,1,2,IND.29.17_1,75.8167,26.9167
1588,1,1,IND.29.18_1,70.9,26.9167
1589,1,2,IND.29.18_1,71.0837,27.0489
1639,1,1,IND.29.20_1,76.15,24.6
1628,1,1,IND.29.21_1,75.4014,28.1307
1625,1,2,IND.29.30_1,75.15,27.6167
1631,1,1,IND.29.32_1,75.5431,25.8386
1682,1,2,IND.31.2_1,80.2833,13.0833
1660,1,1,IND.32.1_1,78.35,19.1
1677,1,5,IND.32.10_1,79.5,18
1662,1,7,IND.32.2_1,78.4744,17.3753
1672,1,3,IND.32.7_1,79.2667,17.05
1718,1,1,IND.33.1_1,92,24
1671,1,2,IND.34.18_1,79.201,27.8318
1655,1,1,IND.34.2_1,78.0833,27.8833
1691,1,1,IND.34.25_1,81.9167,26.6
1684,1,5,IND.34.27_1,80.8,25.9333
1690,1,1,IND.34.3_1,81.8833,25.5
1649,1,2,IND.34.30_1,77.4333,28.6667
1653,1,2,IND.34.35_1,77.7833,28.7167
1670,1,1,IND.34.38_1,79.1491,26.3074
1663,1,1,IND.34.40_1,78.5833,25.4333
1683,1,2,IND.34.43_1,80.35,26.4667
1685,1,10,IND.34.49_1,80.9167,26.85
1686,1,1,IND.34.5_1,81.4167,26.25
1674,1,7,IND.34.52_1,79.3583,27.0529
1675,1,1,IND.34.52_1,79.3607,27.1932
1650,1,1,IND.34.55_1,77.6667,29.2333
1652,1,5,IND.34.55_1,77.7,28.9833
1651,1,2,IND.34.58_1,77.6833,29.4667
1681,1,1,IND.34.67_1,79.9167,27.8833
1679,1,2,IND.34.7_1,79.5167,26.4667
1692,1,1,IND.34.72_1,82.95,24.3667
1693,1,5,IND.34.75_1,83,25.3333
1668,1,1,IND.35.12_1,79.0333,29.3167
1661,1,1,IND.35.13_1,78.45,30.7333
1654,1,1,IND.35.5_1,78.0333,30.3167
1658,1,1,IND.35.6_1,78.3167,30.1167
1664,1,1,IND.35.6_1,78.6167,29.8
1667,1,1,IND.35.6_1,78.9,29.9333
1657,1,2,IND.35.7_1,78.1667,29.9667
1680,1,3,IND.35.8_1,79.5667,29.35
1712,1,11,IND.36.11_1,88.3697,22.5697
1711,1,1,IND.36.13_1,88.2667,24.1833
1713,1,2,IND.36.15_1,88.515,22.8119
1714,1,2,IND.36.15_1,88.9256,22.2583
1708,1,1,IND.36.16_1,87.3333,22.4333
1707,1,1,IND.36.3_1,86.9833,23.6833
1710,1,1,IND.36.3_1,87.8694,23.2406
1722,1,1,IND.4.12_1,93.75,26.6333
1716,1,1,IND.4.2_1,91,26.3167
1720,1,1,IND.4.25_1,92.8,26.6333
1702,1,2,IND.5.23_1,85.5167,25.1833
1698,1,3,IND.5.26_1,85.1167,25.6
1700,1,1,IND.5.34_1,85.3,26.5167
1704,1,3,IND.5.9_1,85.9,26.1667
1687,1,1,IND.7.22_1,81.6333,21.2333
1688,1,1,IND.7.24_1,81.6667,18.4
764,4,15,IRL,-8,53
759,1,4,IRL.1_1,-6.86167,52.5731
757,1,1,IRL.10_1,-7.345,52.5339
758,1,1,IRL.10_1,-7.06278,52.4889
755,1,3,IRL.22_1,-7.82833,52.4681
756,1,1,IRL.22_1,-7.39306,52.3714
751,1,2,IRL.4_1,-8.7425,51.7469
752,1,1,IRL.4_1,-8.53056,51.7075
754,1,1,IRL.5_1,-8.11667,54.65
760,1,1,IRL.6_1,-6.34611,53.3378
761,1,2,IRL.6_1,-6.32889,53.3561
762,1,13,IRL.6_1,-6.24889,53.3331
763,1,2,IRL.6_1,-6.06528,53.3878
753,1,1,IRL.7_1,-8.1325,53.1975
1489,4,41,IRN,53,32
1476,1,2,IRN.1.3_1,50.7422,35.8531
1477,1,1,IRN.1.3_1,50.7925,36.1694
1486,1,2,IRN.11.2_1,56.2808,27.1865
1470,1,1,IRN.14.1_1,46.5308,34.2635
1471,1,1,IRN.14.5_1,47.065,34.3142
1473,1,1,IRN.15.1_1,48.3043,30.3392
1472,1,1,IRN.15.10_1,48.1664,30.4397
1474,1,1,IRN.15.2_1,48.6693,31.3203
1469,1,1,IRN.17.5_1,46.1763,35.527
1487,1,1,IRN.24.14_1,57.7875,35.8525
1488,1,2,IRN.27.2_1,60.0365,31.5419
1481,1,1,IRN.28.1_1,52.065,35.7178
1478,1,31,IRN.28.8_1,51.5148,35.75
1479,1,2,IRN.28.9_1,51.5689,35.4394
1483,1,2,IRN.3.7_1,52.3269,27.8279
1485,1,5,IRN.30.7_1,54.3675,31.8972
1468,1,2,IRN.5.7_1,45.7159,38.4337
1480,1,1,IRN.6.16_1,51.6714,32.6597
1482,1,1,IRN.7.6_1,52.2295,28.5934
1484,1,1,IRN.7.9_1,53.1874,30.608
1475,1,1,IRN.8.11_1,49.3381,37.1574
1411,4,69,IRQ,44,33
1394,1,4,IRQ.1.2_1,43.7167,33.3667
1382,1,2,IRQ.1.5_1,41.7836,34.5099
1391,1,2,IRQ.1.6_1,43.4833,33.0833
1381,1,1,IRQ.1.7_1,40.2859,33.0372
1399,1,57,IRQ.10.1_1,44.3939,33.3386
1403,1,3,IRQ.13.2_1,44.6437,33.7466
1404,1,1,IRQ.13.2_1,44.7611,33.9236
1400,1,2,IRQ.13.3_1,44.3958,33.6744
1402,1,2,IRQ.13.3_1,44.5396,33.6706
1407,1,1,IRQ.13.5_1,45.3906,34.3482
1405,1,3,IRQ.13.6_1,44.9167,34.6
1406,1,1,IRQ.13.6_1,45.1546,34.519
1409,1,3,IRQ.15.1_1,47.3,31.75
1388,1,11,IRQ.16.10_1,43.1807,36.5085
1385,1,1,IRQ.16.5_1,42.7339,35.5729
1386,1,1,IRQ.16.6_1,42.9636,36.4263
1387,1,1,IRQ.16.6_1,43.15,36.3667
1389,1,3,IRQ.16.6_1,43.2597,36.1642
1390,1,2,IRQ.16.6_1,43.2953,35.7988
1383,1,1,IRQ.16.9_1,42.1631,36.5933
1384,1,1,IRQ.16.9_1,42.4481,36.3791
1392,1,3,IRQ.17.5_1,43.4931,34.9307
1396,1,1,IRQ.17.6_1,43.8431,34.0842
1397,1,2,IRQ.17.6_1,43.8739,34.1966
1410,1,7,IRQ.2.4_1,47.4167,31
1395,1,2,IRQ.6.1_1,43.7839,36.2862
1393,1,1,IRQ.6.4_1,43.5797,35.7762
1408,1,1,IRQ.7.4_1,45.9679,35.182
1398,1,20,IRQ.8.4_1,44.3922,35.4681
1401,1,3,IRQ.9.4_1,44.4116,32.5312
711,4,8,ISL,-18,65
1320,4,105,ISR,34.75,31.5
1297,1,1,ISR.2_1,34.2846,31.2278
1298,1,6,ISR.2_1,34.3333,31.4167
1299,1,117,ISR.2_1,34.3333,31.4167
1300,1,2,ISR.2_1,34.4016,31.3511
1301,1,3,ISR.2_1,34.5715,31.6693
1302,1,16,ISR.2_1,34.5969,31.525
1303,1,3,ISR.2_1,34.755,31.3934
1305,1,1,ISR.2_1,34.7863,31.2516
1306,1,1,ISR.2_1,34.7863,31.2516
1309,1,56,ISR.2_1,35.1,31.5333
1312,1,121,ISR.2_1,35.2333,31.7667
1313,1,8,ISR.2_1,35.2333,31.8
1314,1,1,ISR.2_1,35.25,31.8
1311,1,1,ISR.3_1,35.1535,32.5172
1307,1,1,ISR.4_1,34.8867,32.0114
1308,1,1,ISR.4_1,34.9856,31.9339
1310,1,1,ISR.5_1,35.1127,33.0602
1315,1,1,ISR.5_1,35.2895,32.6095
1316,1,3,ISR.5_1,35.3048,32.6993
1317,1,1,ISR.5_1,35.3333,32.9
1318,1,1,ISR.5_1,35.3371,32.8509
1319,1,4,ISR.5_1,35.5,32.6667
1304,1,27,ISR.7_1,34.7667,32.0667
970,4,53,ITA,12.833333,42.833333
956,1,2,ITA.10.7_1,10.6833,45.15
953,1,12,ITA.10.8_1,9.2,45.4667
954,1,1,ITA.10.8_1,9.2,45.4667
955,1,1,ITA.10.8_1,9.21667,45.55
963,1,1,ITA.11.4_1,13.45,43.3
960,1,1,ITA.15.1_1,12.6,35.5
964,1,4,ITA.15.1_1,13.5667,37.3167
965,1,1,ITA.15.3_1,15,37.75
962,1,1,ITA.15.6_1,13.3667,38.1167
969,1,1,ITA.2.1_1,16.85,41.1333
968,1,2,ITA.4.1_1,16.6167,38.9833
967,1,1,ITA.4.2_1,16.4833,39.7667
966,1,1,ITA.4.4_1,15.9,38.4167
957,1,1,ITA.6.1_1,11.0167,44.3
961,1,1,ITA.8.3_1,13.2833,42.6333
958,1,3,ITA.8.4_1,12.4833,41.9
959,1,29,ITA.8.4_1,12.4833,41.9
952,1,1,ITA.9.2_1,7.76667,43.8167
666,4,3,JAM,-77.5,18.25
662,1,2,JAM.10_1,-77.9188,18.4712
663,1,1,JAM.11_1,-76.8152,18.2297
665,1,1,JAM.12_1,-76.4093,17.8814
664,1,1,JAM.6_1,-76.7399,17.991
831,4,4,JEY,-2.116667,49.216667
1327,4,19,JOR,36,31
1326,1,6,JOR.2.1_1,35.9333,31.95
1325,1,4,JOR.4.4_1,35.7686,32.0103
1324,1,1,JOR.7.7_1,35.7047,31.1847
1968,4,28,JPN,138,36
1960,1,7,JPN.11.9_1,132.45,34.4
1967,1,1,JPN.12.149_1,141.906,43.4864
1959,1,1,JPN.18.26_1,130.3,30.8
1963,1,1,JPN.19.30_1,139.667,35.2836
1961,1,1,JPN.22.6_1,135.5,35
1958,1,2,JPN.32.36_1,127.73,26.259
1966,1,1,JPN.38.40_1,141.283,24.75
1964,1,29,JPN.41.6_1,139.751,35.685
1965,1,1,JPN.45.14_1,140.276,38.3264
1962,1,4,JPN.47.11_1,138.55,35.7667
1574,4,1,KAZ,68,48
1573,1,2,KAZ.14.1_1,71.3667,42.9
1278,4,11,KEN,38,1
1266,1,1,KEN.1.4_1,35.9878,0.472451
1268,1,1,KEN.1.4_1,36.257,0.633458
1265,1,1,KEN.16.8_1,34.9453,-0.775844
1275,1,2,KEN.19.2_1,39.0833,-4.55
1277,1,4,KEN.21.2_1,40.8991,-2.26925
1274,1,1,KEN.25.2_1,38.65,3.55
1263,1,2,KEN.27.6_1,34.4731,-1.06343
1272,1,15,KEN.30.16_1,36.8167,-1.28333
1271,1,2,KEN.30.17_1,36.7816,-1.22609
1269,1,7,KEN.31.6_1,36.3597,-0.767317
1270,1,13,KEN.31.6_1,36.4359,-0.716667
1264,1,2,KEN.34.2_1,34.9,-0.633333
1261,1,1,KEN.4.1_1,33.9528,0.057004
1267,1,1,KEN.43.2_1,36,3.5
1273,1,1,KEN.6.3_1,37.6472,-0.686544
1276,1,2,KEN.7.4_1,39.6401,-0.453548
1262,1,2,KEN.8.1_1,34.4571,-0.527309
1725,1,2,KGZ.2.1_1,74.6003,42.8731
1855,4,2,KHM,105,13
1853,1,7,KHM.16.3_1,104.917,11.55
1854,1,2,KHM.18.5_1,105.063,13.5943
1957,4,15,KOR,127.5,37
1956,1,1,KOR.10.6_1,128.324,34.9763
1952,1,1,KOR.11.1_1,126.732,37.4536
1954,1,11,KOR.16.13_1,127,37.5664
1955,1,1,KOR.5.2_1,127.42,36.3214
1953,1,2,KOR.8.3_1,126.916,37.4217
1490,4,14,KWT,47.75,29.5
1850,4,1,LAO,105,18
1849,1,4,LAO.10.3_1,102.254,21.1011
1323,4,10,LBN,35.833333,33.833333
1322,1,11,LBN.3.1_1,35.5097,33.8719
1321,1,1,LBN.8.3_1,35.3689,33.5631
1003,4,21,LBY,17,25
1002,1,1,LBY.13_1,22.6367,32.767
996,1,3,LBY.15_1,13.9942,31.7566
999,1,1,LBY.15_1,15.1125,32.0146
1001,1,2,LBY.19_1,18.5667,30.5167
993,1,3,LBY.20_1,13.1667,32.85
994,1,29,LBY.20_1,13.18,32.8925
995,1,4,LBY.20_1,13.2697,32.8133
997,1,2,LBY.22_1,14,28.25
1000,1,1,LBY.5_1,16.139,29.1614
998,1,2,LBY.8_1,14.5687,32.4674
1733,4,3,LKA,81,7
1729,1,1,LKA.17.15_1,80.4167,5.96667
1730,1,1,LKA.20.1_1,80.4798,6.9655
1732,1,3,LKA.20.4_1,80.7833,6.95
1726,1,2,LKA.5.1_1,79.8478,6.93194
1728,1,1,LKA.6.8_1,80.2139,6.0426
1727,1,1,LKA.7.10_1,80,7.1333
1731,1,1,LKA.8.11_1,80.6941,6.1521
1180,1,4,LSO.1_1,27.966,-29.1081
1179,1,1,LSO.5_1,27.4833,-29.3167
1138,1,3,LTU.10.6_1,25.3167,54.6833
1133,4,3,LVA,25,57
1132,1,2,LVA.3.3_1,24.1,56.95
750,4,3,MAR,-5,32
749,1,8,MAR.10.4_1,-2.92866,35.174
748,1,3,MAR.11.2_1,-6.83,34.02
746,1,1,MAR.2.2_1,-8.91218,32.3568
747,1,2,MAR.5.1_1,-7.61,33.59
951,1,1,MCO,7.42738,43.7393
1467,4,1,MDG,47,-20
1466,1,1,MDG.2.2_1,50.2807,-14.9025
1465,1,1,MDG.3.5_1,47.4544,-21.2592
1464,1,1,MDG.6.4_1,45.5385,-20.0082
1724,4,3,MDV,73,3.2
636,4,63,MEX,-102,23
624,1,2,MEX.1.5_1,-102.467,21.9583
627,1,3,MEX.12.1_1,-99.9167,16.85
626,1,1,MEX.12.59_1,-100.733,17.2
623,1,2,MEX.14.43_1,-103.333,20.6667
625,1,1,MEX.16.86_1,-102.333,20.2833
635,1,1,MEX.23.2_1,-87.0667,20.6167
620,1,1,MEX.26.27_1,-110.9,27.9333
619,1,1,MEX.26.60_1,-111.517,31.45
631,1,4,MEX.27.9_1,-93.8833,17.9167
628,1,1,MEX.28.27_1,-99.5167,27.5
617,1,1,MEX.3.5_1,-117.017,32.5333
618,1,2,MEX.3.5_1,-117.017,32.5333
630,1,1,MEX.30.203_1,-97.4833,20.1833
632,1,1,MEX.5.44_1,-93.7833,16.4167
634,1,1,MEX.5.53_1,-91.75,16.5
621,1,1,MEX.6.36_1,-106.483,31.7333
622,1,3,MEX.6.36_1,-106.483,31.7333
629,1,2,MEX.9.2_1,-99.1386,19.4342
1976,1,1,MHL,171.133,7.08333
1100,4,8,MKD,22,41.833333
1099,1,2,MKD.40_1,21.2489,41.3689
772,4,9,MLI,-4,17
765,1,10,MLI.1.1_1,-8,12.65
770,1,1,MLI.2.1_1,0.9015,15.5943
771,1,2,MLI.2.4_1,2.4022,15.9182
766,1,2,MLI.6.3_1,-4.23333,14.0167
767,1,2,MLI.6.6_1,-4.20515,14.4879
768,1,8,MLI.6.6_1,-4.19283,14.4891
769,1,5,MLI.9.4_1,-3.6209,15.774
1008,4,10,MLT,14.433333,35.916667
1006,1,1,MLT.2.7_1,14.25,36.0494
1007,1,6,MLT.3.6_1,14.4719,35.8783
1806,4,8,MMR,98,22
1793,1,11,MMR.1.4_1,94.9833,15.7667
1792,1,1,MMR.12.4_1,94.5833,24.1667
1795,1,1,MMR.12.5_1,95.1167,21.9833
1803,1,1,MMR.13.3_1,97.4,23.0833
1799,1,2,MMR.15.1_1,96.1911,16.7769
1797,1,7,MMR.15.4_1,96.1561,16.8053
1801,1,2,MMR.2.3_1,96.4333,18.9333
1802,1,1,MMR.2.3_1,96.6,18.6
1804,1,5,MMR.4.2_1,97.4333,25.35
1794,1,2,MMR.7.4_1,95.1167,18.9833
1800,1,1,MMR.8.1_1,96.2467,21.605
1796,1,5,MMR.8.2_1,96.0833,22
1798,1,1,MMR.8.2_1,96.1667,22
1805,1,1,MMR.9.1_1,97.8022,16.25
1857,4,1,MNG,105,46
1856,1,1,MNG.21.1_1,106.917,47.9167
1251,1,1,MOZ.1.13_1,40.6328,-10.7067
1249,1,1,MOZ.5.2_1,32.5892,-25.9653
1250,1,1,MOZ.7.17_1,39.1347,-15.0761
1509,1,1,MUS.9_1,57.5739,-20.0136
1258,1,2,MWI.11.1_1,33.7833,-13.9833
1260,1,1,MWI.22.6_1,34.6833,-14.8333
1259,1,1,MWI.25.3_1,33.8546,-11.0195
1848,4,21,MYS,112.5,2.5
1846,1,3,MYS.13.18_1,118.118,5.8402
1847,1,1,MYS.13.19_1,118.611,4.48178
1844,1,1,MYS.14.11_1,110.333,1.55
1845,1,1,MYS.14.16_1,115,4
1840,1,1,MYS.15.4_1,101.4,3
1839,1,3,MYS.15.6_1,101.25,3.35
1843,1,1,MYS.16.5_1,103.141,5.3302
1842,1,1,MYS.3.2_1,101.964,4.8823
1841,1,12,MYS.4.1_1,101.7,3.16667
1014,4,2,NAM,17,-22
1013,1,2,NAM.12.4_1,17.4333,-20.5833
1011,1,1,NAM.2.5_1,14.5333,-22.6833
1012,1,2,NAM.2.6_1,15.6667,-23.3667
1973,4,1,NCL,165.5,-21.5
1971,1,1,NCL.3.9_1,166.45,-22.2667
853,4,8,NER,8,16
852,1,1,NER.1.3_1,5.56056,19.3706
851,1,1,NER.7.5_1,0.866879,13.9568
926,4,26,NGA,8,10
890,1,6,NGA.1.16_1,7.48959,5.52627
900,1,2,NGA.11.2_1,7.93773,5.88674
889,1,1,NGA.14.2_1,7.4786,6.0742
891,1,1,NGA.14.4_1,7.4943,6.4402
892,1,15,NGA.15.3_1,7.53333,9.08333
919,1,10,NGA.16.5_1,11.3952,10.8235
883,1,5,NGA.17.24_1,7.03041,5.48333
879,1,2,NGA.19.1_1,6.78036,11.0154
886,1,2,NGA.19.1_1,7.1,10.8833
888,1,2,NGA.19.10_1,7.44028,10.5231
899,1,1,NGA.19.16_1,7.74564,11.2449
898,1,4,NGA.19.19_1,7.72518,11.1132
885,1,3,NGA.19.2_1,7.1,10.3167
906,1,4,NGA.19.22_1,8.46667,9.71667
894,1,1,NGA.19.4_1,7.66667,10.7167
902,1,1,NGA.20.19_1,7.97593,11.8735
909,1,3,NGA.20.31_1,8.51667,11.9964
904,1,9,NGA.20.4_1,8.25082,11.4148
893,1,4,NGA.21.21_1,7.60063,12.9894
897,1,1,NGA.21.30_1,7.71995,12.7243
895,1,1,NGA.21.8_1,7.67423,11.2989
863,1,3,NGA.22.14_1,4.34151,11.5632
871,1,1,NGA.23.10_1,6.1063,7.6643
884,1,1,NGA.23.4_1,7.04883,7.91191
865,1,1,NGA.24.8_1,4.55,8.5
858,1,13,NGA.25.14_1,3.39583,6.45306
857,1,1,NGA.25.15_1,3.36667,6.51667
856,1,6,NGA.25.5_1,3.35917,6.44556
908,1,2,NGA.26.11_1,8.51667,8.31667
915,1,1,NGA.26.2_1,9.23333,8.41667
859,1,2,NGA.28.16_1,3.53333,7.23333
896,1,3,NGA.3.14_1,7.71081,5.17938
864,1,1,NGA.30.12_1,4.41667,7.25
860,1,1,NGA.31.25_1,3.82444,7.26472
861,1,2,NGA.31.30_1,3.83333,7.96667
862,1,1,NGA.31.8_1,3.89639,7.38778
911,1,1,NGA.32.1_1,8.95,9.7
913,1,2,NGA.32.11_1,9.01667,9.48333
876,1,1,NGA.33.1_1,6.64417,4.85678
877,1,1,NGA.33.2_1,6.65353,5.07395
868,1,1,NGA.34.11_1,5.28464,13.2188
866,1,1,NGA.34.21_1,5.1938,13.0303
867,1,6,NGA.34.21_1,5.23902,13.0609
869,1,4,NGA.34.7_1,5.53616,13.5114
916,1,3,NGA.35.2_1,10.8667,7.96667
920,1,1,NGA.36.15_1,12.2165,12.3431
918,1,2,NGA.36.17_1,11.0311,13.0326
873,1,1,NGA.37.10_1,6.28493,12.3337
878,1,3,NGA.37.14_1,6.66445,13.059
880,1,5,NGA.37.14_1,6.7834,12.7776
875,1,16,NGA.37.7_1,6.63738,12.2658
874,1,2,NGA.37.8_1,6.63333,12.55
872,1,4,NGA.37.9_1,6.24395,12.5657
882,1,1,NGA.4.13_1,6.97655,6.1842
887,1,1,NGA.4.20_1,7.31564,6.01767
881,1,1,NGA.4.21_1,6.84458,6.15164
917,1,2,NGA.5.4_1,10.9667,11.4833
870,1,4,NGA.6.6_1,6,4.83333
907,1,1,NGA.7.13_1,8.5121,7.7411
905,1,2,NGA.7.14_1,8.2767,7.083
910,1,3,NGA.7.5_1,8.63333,7.3
921,1,2,NGA.8.10_1,12.9855,12.9975
923,1,4,NGA.8.10_1,13.184,12.944
924,1,7,NGA.8.10_1,13.6079,12.6786
922,1,10,NGA.8.22_1,13.1603,11.8464
925,1,3,NGA.8.3_1,14.0201,11.6621
914,1,1,NGA.9.12_1,9.17157,6.66737
901,1,1,NGA.9.15_1,7.9642,5.34079
903,1,3,NGA.9.2_1,8.12181,5.2579
912,1,4,NGA.9.5_1,8.96993,6.67835
653,4,1,NIC,-85,13
650,1,2,NIC.13.2_1,-86.2683,12.1508
651,1,1,NIC.18.8_1,-85.8705,11.2529
652,1,2,NIC.2.1_1,-83.7635,12.0137
934,4,24,NLD,5.75,52.5
933,1,1,NLD.1.12_1,6.27827,52.9134
932,1,1,NLD.7.10_1,5.89882,50.8319
931,1,4,NLD.9.4_1,4.91667,52.35
985,4,5,NOR,10,62
984,1,3,NOR.12.1_1,10.75,59.9167
1769,4,3,NPL,84,28
1765,1,3,NPL.1.1_1,85.3167,27.7167
1766,1,2,NPL.1.1_1,85.3595,27.6986
1767,1,1,NPL.1.1_1,85.43,27.673
1768,1,1,NPL.2.1_1,87.1667,26.6667
1764,1,1,NPL.5.2_1,83.8929,28.1311
1974,4,2,NRU,166.916667,-0.533333
1987,4,7,NZL,174,-42
1980,1,1,NZL.1.1_1,174.733,-36.8667
1978,1,1,NZL.11.1_1,173.8,-35.4167
1977,1,1,NZL.16.1_1,172.767,-41.9
1983,1,1,NZL.17.6_1,175.733,-38.7833
1982,1,1,NZL.18.5_1,174.85,-41.1333
1981,1,7,NZL.18.8_1,174.783,-41.3
1985,1,1,NZL.2.4_1,176.383,-38.2833
1984,1,1,NZL.2.6_1,176.217,-37.9
1986,1,3,NZL.5.1_1,177.967,-38.6667
1979,1,1,NZL.8.1_1,173.95,-41.5167
1508,4,1,OMN,57,21
1506,1,1,OMN.1.7_1,57.5333,22.9333
1505,1,1,OMN.2.1_1,57.2525,23.7656
1503,1,1,OMN.2.5_1,56.4658,24.7433
1502,1,2,OMN.5.1_1,56.1405,23.456
1504,1,1,OMN.5.2_1,56.4973,23.2325
1507,1,2,OMN.7.1_1,58.25,22.5
1500,1,1,OMN.9.4_1,54.0924,17.015
1501,1,2,OMN.9.4_1,54.1653,17.0425
1548,4,50,PAK,70,30
1537,1,2,PAK.1.1_1,73.4349,34.4135
1543,1,2,PAK.1.1_1,73.8364,34.3293
1513,1,1,PAK.2.1_1,64.239,25.2972
1512,1,5,PAK.2.2_1,63.3153,25.6921
1511,1,2,PAK.2.4_1,61.5662,29.2777
1514,1,5,PAK.2.4_1,64.4101,28.8947
1515,1,2,PAK.2.4_1,67.0097,30.199
1534,1,1,PAK.4.1_1,73.1202,33.5573
1535,1,11,PAK.4.1_1,73.1667,33.7
1522,1,1,PAK.5.3_1,70.1669,32.5036
1536,1,2,PAK.5.4_1,73.2,34.3333
1527,1,5,PAK.5.6_1,72.1502,34.796
1531,1,2,PAK.5.6_1,72.8164,34.945
1529,1,2,PAK.5.7_1,72.5438,34.0472
1525,1,3,PAK.5.8_1,71.5733,34.0078
1539,1,3,PAK.6.1_1,73.5939,35.5609
1544,1,2,PAK.6.1_1,74.1035,35.4117
1547,1,1,PAK.6.1_1,75,36
1542,1,2,PAK.7.1_1,73.8222,30.3125
1523,1,1,PAK.7.2_1,70.5979,30.2234
1533,1,4,PAK.7.3_1,73.0833,31.4167
1540,1,2,PAK.7.3_1,73.6222,31.2931
1541,1,1,PAK.7.4_1,73.751,32.0387
